2460, 30, 30, 7, 6, 3, 
2490, 30, 30, 7, 6, 1, 
2520, 30, 30, 7, 6, 1, 
2550, 30, 30, 7, 6, 1, 
2580, 30, 30, 7, 6, 1, 
2610, 30, 30, 7, 6, 1, 
2640, 30, 30, 7, 6, 1, 
2670, 30, 30, 7, 6, 1, 
2700, 30, 30, 7, 6, 1, 
2730, 30, 30, 7, 6, 1, 
2760, 30, 30, 7, 6, 1, 
2790, 30, 30, 7, 6, 1, 
2820, 30, 30, 7, 6, 1, 
2850, 30, 30, 7, 6, 1, 
2880, 30, 30, 7, 6, 1, 
2910, 30, 30, 7, 6, 1, 
2940, 30, 30, 7, 6, 1, 
2970, 30, 30, 7, 6, 1, 
3000, 30, 30, 7, 6, 1, 
2430, 60, 30, 7, 6, 3, 
2400, 90, 30, 7, 6, 3, 
2370, 120, 30, 7, 6, 3, 
2340, 150, 30, 7, 6, 3, 
2310, 180, 30, 7, 6, 3, 
2280, 210, 30, 7, 6, 3, 
2850, 210, 30, 30, 0, 0, 
2880, 210, 30, 30, 4, 101, 
2910, 210, 30, 30, 4, 101, 
2940, 210, 30, 30, 4, 101, 
2970, 210, 30, 30, 4, 101, 
3000, 210, 30, 30, 4, 101, 
3060, 210, 30, 30, 12, 0, 
2250, 240, 30, 7, 6, 3, 
2850, 240, 30, 30, 0, 0, 
2880, 240, 30, 30, 4, 101, 
2910, 240, 30, 30, 4, 101, 
2940, 240, 30, 30, 4, 101, 
2970, 240, 30, 30, 4, 101, 
3000, 240, 30, 30, 4, 101, 
3060, 240, 30, 30, 12, 0, 
1770, 270, 30, 7, 6, 1, 
1800, 270, 30, 7, 6, 1, 
1830, 270, 30, 7, 6, 1, 
1860, 270, 30, 7, 6, 1, 
1890, 270, 30, 7, 6, 1, 
1920, 270, 30, 7, 6, 1, 
1950, 270, 30, 7, 6, 1, 
1980, 270, 30, 7, 6, 1, 
2010, 270, 30, 7, 6, 1, 
2040, 270, 30, 7, 6, 1, 
2070, 270, 30, 7, 6, 1, 
2100, 270, 30, 7, 6, 1, 
2130, 270, 30, 7, 6, 1, 
2160, 270, 30, 7, 6, 1, 
2190, 270, 30, 7, 6, 1, 
2220, 270, 30, 7, 6, 1, 
2850, 270, 30, 30, 0, 0, 
2880, 270, 30, 30, 4, 101, 
2910, 270, 30, 30, 4, 101, 
2940, 270, 30, 30, 4, 101, 
2970, 270, 30, 30, 4, 101, 
3000, 270, 30, 30, 4, 101, 
3060, 270, 30, 30, 12, 0, 
1590, 450, 30, 7, 6, 1, 
1620, 450, 30, 7, 6, 1, 
1650, 450, 30, 7, 6, 1, 
1680, 450, 30, 7, 6, 1, 
1710, 450, 30, 7, 6, 1, 
1740, 450, 30, 7, 6, 1, 
1770, 480, 30, 7, 6, 2, 
6180, 480, 30, 30, 11, 0, 
6240, 480, 30, 30, 4, 100, 
6270, 480, 30, 30, 4, 100, 
6300, 480, 30, 30, 4, 100, 
6330, 480, 30, 30, 4, 100, 
6360, 480, 30, 30, 4, 100, 
6390, 480, 30, 30, 5, 0, 
1800, 510, 30, 7, 6, 2, 
6180, 510, 30, 30, 11, 0, 
6240, 510, 30, 30, 4, 100, 
6270, 510, 30, 30, 4, 100, 
6300, 510, 30, 30, 4, 100, 
6330, 510, 30, 30, 4, 100, 
6360, 510, 30, 30, 4, 100, 
6390, 510, 30, 30, 5, 0, 
1830, 540, 30, 7, 6, 2, 
6180, 540, 30, 30, 11, 0, 
6240, 540, 30, 30, 4, 100, 
