1590, 210, 30, 30, 19, 0, 
2730, 300, 30, 30, 10, 0, 
2790, 300, 30, 30, 4, 101, 
2820, 300, 30, 30, 4, 101, 
2850, 300, 30, 30, 4, 101, 
2880, 300, 30, 30, 4, 101, 
2910, 300, 30, 30, 4, 101, 
2940, 300, 30, 30, 5, 0, 
2730, 330, 30, 30, 10, 0, 
2790, 330, 30, 30, 4, 101, 
2820, 330, 30, 30, 4, 101, 
2850, 330, 30, 30, 4, 101, 
2880, 330, 30, 30, 4, 101, 
2910, 330, 30, 30, 4, 101, 
2940, 330, 30, 30, 5, 0, 
2730, 360, 30, 30, 10, 0, 
2790, 360, 30, 30, 4, 101, 
2820, 360, 30, 30, 4, 101, 
2850, 360, 30, 30, 4, 101, 
2880, 360, 30, 30, 4, 101, 
2910, 360, 30, 30, 4, 101, 
2940, 360, 30, 30, 5, 0, 
480, 450, 30, 30, 0, 0, 
510, 450, 30, 30, 4, 102, 
540, 450, 30, 30, 4, 102, 
570, 450, 30, 30, 4, 102, 
600, 450, 30, 30, 4, 102, 
630, 450, 30, 30, 4, 102, 
690, 450, 30, 30, 11, 0, 
480, 480, 30, 30, 0, 0, 
510, 480, 30, 30, 4, 102, 
540, 480, 30, 30, 4, 102, 
570, 480, 30, 30, 4, 102, 
600, 480, 30, 30, 4, 102, 
630, 480, 30, 30, 4, 102, 
690, 480, 30, 30, 11, 0, 
480, 510, 30, 30, 0, 0, 
510, 510, 30, 30, 4, 102, 
540, 510, 30, 30, 4, 102, 
570, 510, 30, 30, 4, 102, 
600, 510, 30, 30, 4, 102, 
630, 510, 30, 30, 4, 102, 
690, 510, 30, 30, 11, 0, 
450, 420, 30, 15, 1, 0, 
450, 555, 30, 15, 3, 0, 
450, 427, 30, 127, 2, 0, 
480, 420, 30, 15, 1, 0, 
480, 435, 30, 15, 3, 0, 
480, 427, 30, 7, 2, 0, 
480, 540, 30, 15, 1, 0, 
480, 555, 30, 15, 3, 0, 
480, 547, 30, 7, 2, 0, 
510, 420, 30, 15, 1, 0, 
510, 435, 30, 15, 3, 0, 
510, 427, 30, 7, 2, 0, 
510, 540, 30, 15, 1, 0, 
510, 555, 30, 15, 3, 0, 
510, 547, 30, 7, 2, 0, 
540, 420, 30, 15, 1, 0, 
540, 435, 30, 15, 3, 0, 
540, 427, 30, 7, 2, 0, 
540, 540, 30, 15, 1, 0, 
540, 555, 30, 15, 3, 0, 
540, 547, 30, 7, 2, 0, 
570, 420, 30, 15, 1, 0, 
570, 435, 30, 15, 3, 0, 
570, 427, 30, 7, 2, 0, 
570, 540, 30, 15, 1, 0, 
570, 555, 30, 15, 3, 0, 
570, 547, 30, 7, 2, 0, 
600, 420, 30, 15, 1, 0, 
600, 435, 30, 15, 3, 0, 
600, 427, 30, 7, 2, 0, 
600, 540, 30, 15, 1, 0, 
600, 555, 30, 15, 3, 0, 
600, 547, 30, 7, 2, 0, 
630, 420, 30, 15, 1, 0, 
630, 435, 30, 15, 3, 0, 
630, 427, 30, 7, 2, 0, 
630, 540, 30, 15, 1, 0, 
630, 555, 30, 15, 3, 0, 
630, 547, 30, 7, 2, 0, 
660, 420, 30, 15, 1, 0, 
660, 435, 30, 15, 3, 0, 
660, 427, 30, 7, 2, 0, 
660, 540, 30, 15, 1, 0, 
660, 555, 30, 15, 3, 0, 
660, 547, 30, 7, 2, 0, 
690, 90, 30, 15, 1, 0, 
690, 435, 30, 15, 3, 0, 
690, 97, 30, 337, 2, 0, 
690, 540, 30, 15, 1, 0, 
690, 1365, 30, 15, 3, 0, 
690, 547, 30, 817, 2, 0, 
720, 420, 30, 15, 1, 0, 
720, 435, 30, 15, 3, 0, 
720, 427, 30, 7, 2, 0, 
720, 540, 30, 15, 1, 0, 
720, 555, 30, 15, 3, 0, 
720, 547, 30, 7, 2, 0, 
720, 900, 30, 15, 1, 0, 
720, 915, 30, 15, 3, 0, 
720, 907, 30, 7, 2, 0, 
750, 420, 30, 15, 1, 0, 
750, 435, 30, 15, 3, 0, 
750, 427, 30, 7, 2, 0, 
750, 540, 30, 15, 1, 0, 
750, 555, 30, 15, 3, 0, 
750, 547, 30, 7, 2, 0, 
750, 900, 30, 15, 1, 0, 
750, 915, 30, 15, 3, 0, 
750, 907, 30, 7, 2, 0, 
780, 540, 30, 15, 1, 0, 
780, 555, 30, 15, 3, 0, 
780, 547, 30, 7, 2, 0, 
780, 900, 30, 15, 1, 0, 
780, 915, 30, 15, 3, 0, 
780, 907, 30, 7, 2, 0, 
810, 540, 30, 15, 1, 0, 
810, 555, 30, 15, 3, 0, 
810, 547, 30, 7, 2, 0, 
810, 900, 30, 15, 1, 0, 
810, 915, 30, 15, 3, 0, 
810, 907, 30, 7, 2, 0, 
840, 540, 30, 15, 1, 0, 
840, 555, 30, 15, 3, 0, 
840, 547, 30, 7, 2, 0, 
840, 900, 30, 15, 1, 0, 
840, 915, 30, 15, 3, 0, 
840, 907, 30, 7, 2, 0, 
870, 540, 30, 15, 1, 0, 
870, 555, 30, 15, 3, 0, 
870, 547, 30, 7, 2, 0, 
870, 900, 30, 15, 1, 0, 
870, 915, 30, 15, 3, 0, 
870, 907, 30, 7, 2, 0, 
900, 540, 30, 15, 1, 0, 
900, 555, 30, 15, 3, 0, 
900, 547, 30, 7, 2, 0, 
900, 900, 30, 15, 1, 0, 
900, 915, 30, 15, 3, 0, 
900, 907, 30, 7, 2, 0, 
930, 450, 30, 15, 1, 0, 
930, 465, 30, 15, 3, 0, 
930, 457, 30, 7, 2, 0, 
930, 540, 30, 15, 1, 0, 
930, 555, 30, 15, 3, 0, 
930, 547, 30, 7, 2, 0, 
930, 900, 30, 15, 1, 0, 
930, 915, 30, 15, 3, 0, 
930, 907, 30, 7, 2, 0, 
960, 420, 30, 15, 1, 0, 
