7800, 390, 30, 30, 12, 0, 
7860, 390, 30, 30, 4, 102, 
7890, 390, 30, 30, 4, 102, 
7920, 390, 30, 30, 4, 102, 
7950, 390, 30, 30, 4, 102, 
7980, 390, 30, 30, 4, 102, 
8010, 390, 30, 30, 5, 0, 
7800, 420, 30, 30, 12, 0, 
7860, 420, 30, 30, 4, 102, 
7890, 420, 30, 30, 4, 102, 
7920, 420, 30, 30, 4, 102, 
7950, 420, 30, 30, 4, 102, 
7980, 420, 30, 30, 4, 102, 
8010, 420, 30, 30, 5, 0, 
7800, 450, 30, 30, 12, 0, 
7860, 450, 30, 30, 4, 102, 
7890, 450, 30, 30, 4, 102, 
7920, 450, 30, 30, 4, 102, 
7950, 450, 30, 30, 4, 102, 
7980, 450, 30, 30, 4, 102, 
8010, 450, 30, 30, 5, 0, 
120, 660, 30, 30, 0, 0, 
150, 660, 30, 30, 4, 100, 
180, 660, 30, 30, 4, 100, 
210, 660, 30, 30, 4, 100, 
240, 660, 30, 30, 4, 100, 
270, 660, 30, 30, 4, 100, 
330, 660, 30, 30, 10, 0, 
120, 690, 30, 30, 0, 0, 
150, 690, 30, 30, 4, 100, 
180, 690, 30, 30, 4, 100, 
210, 690, 30, 30, 4, 100, 
240, 690, 30, 30, 4, 100, 
270, 690, 30, 30, 4, 100, 
330, 690, 30, 30, 10, 0, 
120, 720, 30, 30, 0, 0, 
150, 720, 30, 30, 4, 100, 
180, 720, 30, 30, 4, 100, 
210, 720, 30, 30, 4, 100, 
240, 720, 30, 30, 4, 100, 
270, 720, 30, 30, 4, 100, 
330, 720, 30, 30, 10, 0, 
30, 330, 30, 15, 1, 0, 
30, 795, 30, 15, 3, 0, 
30, 337, 30, 457, 2, 0, 
30, 1350, 30, 15, 1, 0, 
30, 1365, 30, 15, 3, 0, 
30, 1357, 30, 7, 2, 0, 
60, 330, 30, 15, 1, 0, 
60, 795, 30, 15, 3, 0, 
60, 337, 30, 457, 2, 0, 
90, 330, 30, 15, 1, 0, 
90, 795, 30, 15, 3, 0, 
90, 337, 30, 457, 2, 0, 
120, 630, 30, 15, 1, 0, 
120, 645, 30, 15, 3, 0, 
120, 637, 30, 7, 2, 0, 
120, 750, 30, 15, 1, 0, 
120, 795, 30, 15, 3, 0, 
120, 757, 30, 37, 2, 0, 
150, 630, 30, 15, 1, 0, 
150, 645, 30, 15, 3, 0, 
150, 637, 30, 7, 2, 0, 
150, 750, 30, 15, 1, 0, 
