60, 320,
21, 60, 18, 10, 1,
21, 920, 18, 10, 3,
21, 65, 18, 855, 2,
41, 360, 18, 10, 1,
41, 380, 18, 10, 3,
41, 365, 18, 15, 2,
41, 600, 18, 10, 1,
41, 620, 18, 10, 3,
41, 605, 18, 15, 2,
61, 360, 18, 10, 1,
61, 380, 18, 10, 3,
61, 365, 18, 15, 2,
61, 600, 18, 10, 1,
61, 620, 18, 10, 3,
61, 605, 18, 15, 2,
81, 360, 18, 10, 1,
81, 380, 18, 10, 3,
81, 365, 18, 15, 2,
81, 600, 18, 10, 1,
81, 620, 18, 10, 3,
81, 605, 18, 15, 2,
101, 360, 18, 10, 1,
101, 380, 18, 10, 3,
101, 365, 18, 15, 2,
101, 600, 18, 10, 1,
101, 620, 18, 10, 3,
101, 605, 18, 15, 2,
121, 360, 18, 10, 1,
121, 380, 18, 10, 3,
121, 365, 18, 15, 2,
121, 600, 18, 10, 1,
121, 620, 18, 10, 3,
121, 605, 18, 15, 2,
141, 360, 18, 10, 1,
141, 380, 18, 10, 3,
141, 365, 18, 15, 2,
141, 600, 18, 10, 1,
141, 620, 18, 10, 3,
141, 605, 18, 15, 2,
161, 360, 18, 10, 1,
161, 380, 18, 10, 3,
161, 365, 18, 15, 2,
161, 600, 18, 10, 1,
161, 620, 18, 10, 3,
161, 605, 18, 15, 2,
181, 300, 18, 10, 1,
181, 320, 18, 10, 3,
181, 305, 18, 15, 2,
181, 360, 18, 10, 1,
181, 380, 18, 10, 3,
181, 365, 18, 15, 2,
181, 600, 18, 10, 1,
181, 620, 18, 10, 3,
181, 605, 18, 15, 2,
201, 280, 18, 10, 1,
201, 320, 18, 10, 3,
201, 285, 18, 35, 2,
201, 360, 18, 10, 1,
201, 380, 18, 10, 3,
201, 365, 18, 15, 2,
201, 600, 18, 10, 1,
201, 620, 18, 10, 3,
201, 605, 18, 15, 2,
221, 260, 18, 10, 1,
221, 300, 18, 10, 3,
221, 265, 18, 35, 2,
